row_number,case_id,rule_id,statement_id,feedback_verdict,family_ids,family_names,school,canon,rule_type,family_vote_cap,initial_family_weight,lane_weight,initial_canon_weight,source_school,source_family,source_rule_type,needs_mapping_repair,repair_reasons,case_fallback,fallback_reason
260,C-2026-020-坤-丁丑庚戌甲辰丁卯,UNMAPPED,S012,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
261,C-2026-020-坤-丁丑庚戌甲辰丁卯,UNMAPPED,S013,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
262,C-2026-020-坤-丁丑庚戌甲辰丁卯,UNMAPPED,S014,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
263,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0028,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
264,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0029,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
265,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0030,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
266,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0031,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
267,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0032,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
268,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0033,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
269,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0034,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
270,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0035,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
271,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0041,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
272,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0042,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
273,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0043,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
274,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0044,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
275,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0045,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
276,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0046,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
277,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0069,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
278,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0070,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
279,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0071,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
280,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0072,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
281,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0077,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
282,C-2026-021-乾-丙寅庚寅甲辰己巳,UNMAPPED,UNMAPPED-C-2026-021-乾-丙寅庚寅甲辰己巳-0078,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
283,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0064,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
284,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0065,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
285,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0067,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
286,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0068,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
287,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0069,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
288,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0070,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
289,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0071,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
290,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0072,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
291,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0073,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
292,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0074,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
293,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0075,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
294,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0076,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
295,C-2026-022-坤-癸亥庚申戊寅己未,UNMAPPED,UNMAPPED-C-2026-022-坤-癸亥庚申戊寅己未-0077,n,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
296,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-d1a001,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
297,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-d1a002,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
298,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-d2b004,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
299,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-cns002,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
300,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-comp001,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
301,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-d3c001,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
302,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-d3c002,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
303,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-d3c003,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
304,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-hl001,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
305,C-2026-023-乾-丙子戊戌壬寅丁未,UNMAPPED,S-023-hl002,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
306,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-001,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
307,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-002,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
308,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-003,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
309,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-004,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
310,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-005,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
311,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-006,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
312,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-007,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
313,C-2026-024-坤-己巳壬申辛亥壬辰,UNMAPPED,S-024-008,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
314,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-d1a001,y,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
315,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-d2b001,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
316,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-hl001,y,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
317,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-cns001,y,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
318,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-hl002,pending,UNMAPPED,,UNMAPPED,UNMAPPED,EVENT,,,,,UNMAPPED,UNMAPPED,EVENT,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
319,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-yq2018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
320,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-yq2024,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
321,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-yq2025,pending,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
322,C-2026-025-坤-辛未乙未甲辰乙亥,UNMAPPED,S-025-yq2027,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
